TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
CDSN	-0.984666666666667	-0.0585000000000001	0.808833333333333	-0.690666666666667	-0.851166666666667	-0.856	-0.661333333333333	2.80633333333333	-0.297833333333333	1.74566666666667	0.6535	2.02983333333333	-0.56	0.965166666666667	-0.531666666666667	-0.437666666666667	0.0611666666666666	-0.737	-0.571333333333333	3.63066666666667	-0.7395	-1.1115	-0.9725	-0.592666666666667	-0.328833333333333	-1.042	-0.522	-1.00066666666667	-0.574	-0.275333333333333	0.724666666666667	0.793	-0.340666666666667	-1.274	-0.3465	-0.221666666666667	-0.412166666666667	-0.148	-0.885166666666667	-0.0783333333333333	1.997	2.309	0.135	1.45816666666667	-0.458166666666667	-0.507	-0.806166666666667	1.002	-0.352	0.0561666666666667	-0.3375	0.258833333333333	0.1165	-0.2805	0.720666666666667	0.205833333333333	0.4925	-0.443166666666667	-0.691166666666667	1.32066666666667	0.00650000000000001	0.341833333333333	1.18583333333333	0.0731666666666666	1.06233333333333	-0.925666666666667	0.399166666666667	0.550166666666667	1.139	-0.4035	0.0595	-0.1915	-0.982333333333333	0.0593333333333333	-0.122833333333333	-1.11933333333333	-0.647666666666667	-0.578833333333333	-0.977166666666667	-0.6675	-0.486833333333333	3.31783333333333	-1.0645	-0.795833333333333	-1.10083333333333	-1.31416666666667	0.557	-0.935833333333333	2.558	-0.291333333333333	-0.535833333333333	-1.38866666666667	0.6215	-0.741
CDT1	-1.956125	-2.516	-2.481125	-1.355875	-2.440875	-2.830625	-1.810375	-2.486	-2.334625	-2.04925	-2.124625	-1.87325	-1.035125	-1.41025	-2.599	-1.338875	-1.173625	-0.631625	-0.8785	-2.12125	-1.49	-0.6735	-1.652375	-1.897	-1.48425	-2.367125	-1.527625	-1.149	-3.266875	-3.040875	-3.57925	-3.70825	-3.04125	-2.7465	-2.4095	-2.868	-3.83425	-3.0145	-2.947	-2.365625	-3.94075	-2.788375	-2.928625	-3.15925	-3.30025	-2.69825	-2.713	-2.822375	-2.7545	-3.195375	-3.246	-3.1505	-3.950375	-2.876875	-2.384375	-2.82875	-3.74	-2.832375	-2.439875	-3.166375	-3.1575	-2.053125	-3.41425	-3.0865	-2.9995	-3.114	-2.9515	-3.611625	-3.081125	-3.865625	-4.115875	-1.45575	-2.59775	-2.115375	-3.156375	-2.66725	-3.016625	-2.674375	-1.509875	-2.14875	-2.356625	-2.738875	-2.526625	-2.8615	-2.0375	-2.50125	-3.234875	-1.735125	-2.281125	-2.3365	-2.81575	-2.50675	-1.79575	-2.103
CDX2	0.263	-0.7085	0.6075	0.3925	2.558	0.0575	3.681	0.081	-0.453	-0.698	0.1345	2.655	-1.2145	-2.283	-0.9075	-0.721	-0.704	1.3465	-0.452	3.942	1.404	1.6385	-0.908	-0.205	-1.007	0.4455	-0.025	0.5005	1.2515	3.323	1.07	-0.7985	-0.595	0.7905	2.331	0.262	0.0305	0.6595	0.4255	0.0995	-0.336	-1.1025	1.507	-0.351	-0.039	0.1485	0.277	-1.2565	-0.534	-1.691	-0.9125	1.505	0.9315	-0.9005	-1.1685	-0.5635	-0.756	3.9185	1.258	-0.0235	1.399	0.8635	-0.464	0.197	-0.341	-0.9125	3.934	-1.2345	-0.667	3.2655	-1.123	3.214	1.295	1.247	2.2375	-0.5005	-1.534	0.123	3.322	-0.49	-0.6165	0.218	0.7345	0.2385	-0.4935	-1.087	-0.5505	-0.322	-0.6165	0.0695	1.5915	-0.8415	-0.0965	3.2595
CEACAM3	2.29033333333333	1.38875	2.248	0.858666666666667	2.45725	3.36633333333333	2.86366666666667	-0.521916666666667	1.78133333333333	-0.457833333333333	2.90125	1.66991666666667	-0.000166666666666667	-0.630083333333333	2.048	0.00433333333333337	-0.461416666666667	0.0269166666666667	0.92475	-0.286833333333333	0.768583333333333	1.60833333333333	-0.369333333333333	-0.21125	-0.821166666666666	0.4455	-0.0910833333333333	-0.589833333333333	0.54975	-0.183416666666667	-0.158333333333333	0.21375	0.2805	1.59558333333333	2.64416666666667	1.737	3.30766666666667	0.74075	0.03175	0.392333333333333	0.4115	0.798083333333333	0.211166666666667	2.229	1.36158333333333	-0.425333333333333	2.41533333333333	0.192916666666667	0.784583333333333	-0.58775	2.97433333333333	2.16933333333333	-0.124416666666667	0.190166666666667	1.2935	0.108833333333333	1.18983333333333	1.854	1.44208333333333	0.242833333333333	0.0155833333333333	0.895083333333333	0.779333333333333	1.59466666666667	0.155583333333333	1.34908333333333	1.76008333333333	-0.762	0.972083333333333	3.13283333333333	-0.451583333333333	2.59266666666667	-0.5825	1.90825	-0.976166666666667	2.49725	1.32633333333333	-0.56825	1.87083333333333	1.922	-0.514416666666667	-0.35525	2.26741666666667	2.96908333333333	1.53258333333333	1.66566666666667	2.05558333333333	1.36025	0.0958333333333333	1.16241666666667	3.78566666666667	-0.408916666666667	-0.428333333333333	1.65925
CEACAM5	3.14275	-0.572375	1.218875	0.1085	3.339	3.29525	4.187375	-0.5555	1.26275	-1.532625	1.931875	-1.98	-2.910625	-2.19525	-2.449625	-2.12675	-2.96775	-2.796	-2.722375	-2.30675	-3.009125	-2.284375	-2.788625	-1.86775	-2.5815	-2.95625	-0.495125	-2.891125	-0.098875	-2.830375	-1.9525	-2.4275	0.145875	3.289625	3.208875	2.174375	2.747375	1.48625	-1.939	-2.029125	-2.254375	-0.444875	-2.367375	-0.93125	3.563625	-2.778625	3.477375	-1.655125	-0.799	-2.910125	3.010125	-0.93975	-0.695	-2.21625	-0.02025	-2.5445	1.835625	-0.8	-0.681625	-2.22125	-1.05225	1.401	1.354	-0.335	-0.641625	0.574	-0.937375	-1.828875	-1.539375	3.286125	-2.0755	2.37575	-2.711625	-1.78275	-1.920625	4.250375	-2.268	-2.255	0.835	-0.82575	0.386375	-2.401625	0.088625	1.330625	3.4825	2.228375	1.0475	3.088375	-2.419875	-1.233375	3.679875	-0.793	-2.070875	-0.155375
CEACAM6	4.2572	3.9157	6.1677	3.7779	4.5517	7.0617	6.715	-0.9482	4.1308	-0.0097	5.8053	4.4159	-4.2242	-3.8247	0.6681	1.4153	-2.7693	-1.204	-4.552	-5.1647	0.0961	4.3618	-4.0143	-2.2361	-3.608	2.125	0.7136	-1.3594	3.2387	-1.807	-0.9261	2.2614	1.6219	4.0893	6.1824	4.2607	7.9768	3.2363	-0.2838	1.2293	1.17	1.5399	0.1741	3.8376	3.5618	-1.9214	5.5739	0.791	1.8941	-3.1514	6.7621	4.0365	-0.233	0.9111	3.3854	-1.2058	4.7776	4.1658	3.5239	0.5494	0.4515	1.3558	3.538	3.3454	0.7715	2.4547	4.4724	0.2133	3.4307	6.0472	-1.9883	5.5573	-0.0436	3.5648	-2.0246	4.7101	2.1513	-3.1996	3.0756	4.0199	0.2285	-2.5409	5.2094	6.4253	3.8411	5.2496	4.0743	2.8574	-0.2048	3.6541	7.1636	-2.2542	-0.5928	3.6411
CEACAM7	2.10383333333333	2.19841666666667	3.24575	1.95641666666667	3.51441666666667	2.966	2.93475	1.42266666666667	2.72841666666667	2.35708333333333	3.574	2.11291666666667	-0.260833333333333	-0.0128333333333333	-0.402916666666667	1.41925	0.27725	-0.153166666666667	-0.0534166666666667	-1.00963636363636	-0.039	0.682	-0.295416666666667	-0.123833333333333	-0.377363636363636	0.389333333333333	0.08425	-0.123416666666667	1.28175	0.630909090909091	0.150666666666667	0.301416666666667	0.299666666666667	0.75225	2.24633333333333	2.76766666666667	2.86041666666667	2.2435	0.534833333333333	0.217166666666667	0.810416666666667	-0.0545833333333334	0.764083333333333	1.13325	1.38766666666667	-0.16575	2.86533333333333	1.019	2.41675	-0.310833333333333	2.599	1.40925	1.36891666666667	0.643166666666667	1.44416666666667	0.978833333333333	1.94333333333333	3.07558333333333	1.40016666666667	0.7525	1.7195	0.360083333333333	0.955583333333333	2.07975	1.21125	1.40833333333333	1.63941666666667	0.72625	1.36908333333333	2.15366666666667	0.612416666666667	3.02866666666667	0.19325	1.16575	0.253166666666667	1.55925	1.14666666666667	0.32775	2.18941666666667	1.98291666666667	0.0743333333333333	0.501090909090909	1.87075	1.92991666666667	2.47025	3.19316666666667	1.2125	2.86775	0.616083333333333	2.16808333333333	3.3075	1.03372727272727	0.0360833333333333	0.774666666666667
CEBPD	0.3565	1.87925	1.9815	2.01825	1.59825	1.8	2.69775	1.4085	2.72525	2.1265	1.11125	2.295	-0.0595	1.81325	1.8295	4.731	1.8675	1.759	1.88425	1.04825	1.39325	2.36875	2.33825	1.9145	2.68275	2.30325	2.21925	1.40475	3.43925	2.50625	1.90675	4.01625	3.38375	3.12375	1.0095	1.31125	3.26925	2.753	2.1875	4.01825	2.4555	2.667	1.696	3.148	1.9805	1.78125	2.239	2.042	3.71825	4.27925	1.73275	4.23225	2.58925	2.229	1.3635	3.91775	3.198	3.15025	2.13475	3.00675	2.2605	2.21575	3.0325	2.45525	1.713	1.31775	3.0075	3.5	2.6975	-0.2905	2.467	2.6025	1.6985	0.73575	1.39	3.63025	4.1195	3.327	0.8845	0.953	2.08925	2.58625	2.588	3.0735	1.931	2.34975	2.87125	1.46575	2.90575	2.519	1.08675	0.60075	1.444	4.29875
CELSR3	0.248	0.865333333333333	0.906666666666667	0.311666666666667	-0.920166666666667	-1.41633333333333	0.752333333333333	-2.23816666666667	-2.52733333333333	0.116333333333333	-0.139666666666667	-2.59633333333333	-1.351	-1.6165	-2.71333333333333	-0.825833333333333	-0.908666666666667	-0.713833333333333	-2.163	-2.18683333333333	-2.341	-1.56933333333333	-1.70566666666667	-1.81566666666667	1.13516666666667	-1.7385	0.7015	-0.571833333333333	-2.20716666666667	-1.79133333333333	-2.30766666666667	-1.85283333333333	-2.37033333333333	-1.8245	-0.952166666666667	-2.44916666666667	-2.985	-0.884666666666667	-1.104	-1.5745	-2.03033333333333	-1.32933333333333	-1.2985	-0.709333333333333	-1.392	-0.776666666666667	-0.819666666666667	0.0875	0.140833333333333	-2.1155	-1.77483333333333	-1.3125	-0.0611666666666667	-1.33966666666667	-1.26216666666667	-2.26866666666667	-0.9445	0.0661666666666667	-0.1615	-2.35966666666667	-1.32116666666667	-0.0823333333333333	-1.66816666666667	-2.36433333333333	0.00583333333333334	-1.8305	-1.05233333333333	-2.27933333333333	-1.23233333333333	-0.544	-1.96516666666667	0.1365	-2.08033333333333	-0.277833333333333	-0.437333333333333	0.164333333333333	-0.804833333333333	0.1125	-0.0708333333333333	-2.66266666666667	0.9725	0.170333333333333	0.626666666666667	-2.05833333333333	-2.08366666666667	-3.05033333333333	-1.985	0.8715	-1.838	-1.70916666666667	1.37283333333333	0.366666666666667	0.421166666666667	-1.939
CENPA	-0.578538461538461	-0.939846153846154	-1.58476923076923	-1.36415384615385	-1.83269230769231	-1.45376923076923	-0.946230769230769	-2.02838461538462	-1.77307692307692	-1.34084615384615	-0.888307692307692	0.079	-0.00769230769230771	-0.0250769230769231	-2.62369230769231	-0.607	-0.0364615384615385	-0.0222307692307692	-1.34346153846154	-0.201153846153846	-0.705384615384615	0.389307692307692	-0.423692307692308	-0.392538461538462	-0.210615384615385	-1.06384615384615	-0.225	1.66076923076923	-3.44007692307692	-3.18161538461538	-2.99830769230769	-2.536	-2.37730769230769	-3.17976923076923	-2.91215384615385	-1.93892307692308	-4.04607692307692	-2.43492307692308	-1.94230769230769	-3.30753846153846	-2.71084615384615	-2.51761538461538	-2.67438461538462	-3.11661538461538	-2.09746153846154	-2.18308333333333	-2.58846153846154	-1.77446153846154	-3.35276923076923	-1.92776923076923	-2.43107692307692	-2.69953846153846	-4.64707692307692	-1.83261538461538	-1.36823076923077	-1.30092307692308	-4.20223076923077	-3.46830769230769	-2.10584615384615	-1.93869230769231	-2.67453846153846	-2.68538461538462	-2.26869230769231	-2.62546153846154	-2.29515384615385	-2.67684615384615	-2.99792307692308	-2.22007692307692	-2.42392307692308	-3.66946153846154	-4.46761538461538	-0.919076923076923	-2.12753846153846	-1.18338461538462	-1.79769230769231	-0.768307692307692	-2.67353846153846	-1.95669230769231	-1.11692307692308	-1.56092307692308	-2.18861538461538	-1.85292307692308	-2.51769230769231	-1.67107692307692	-0.412153846153846	-1.47384615384615	-1.14461538461538	-0.536384615384615	-1.28838461538462	-1.65330769230769	-1.73238461538462	-2.32369230769231	-1.25807692307692	-2.41061538461538
CENPE	-1.509	-1.06825	-1.24925	-1.3675	-2.00325	-1.64825	-1.047625	-2.093875	-1.64275	-1.094375	-0.85075	-0.7815	0.963375	-0.147875	-1.96325	-1.25175	-1.197125	-1.117125	-1.843875	-0.86825	-1.23025	0.4815	-1.271125	-0.3185	-0.254	-1.40025	-0.228375	-0.011125	-2.841625	-3.132125	-2.866125	-2.704125	-2.03525	-2.646875	-2.008125	-1.54375	-3.384625	-2.069125	-1.614875	-2.91475	-2.726875	-2.54425	-2.877625	-2.713	-2.020375	-2.154875	-2.721	-2.155	-2.846375	-1.620375	-2.58175	-1.82375	-3.757375	-1.723125	-0.71475	-1.192125	-4.12725	-3.257125	-2.3595	-1.702125	-2.9215	-2.097	-2.8605	-2.46075	-2.393625	-2.28225	-2.44475	-2.027125	-1.9195	-2.53725	-3.709125	-0.780375	-1.10425	-0.82775	-0.901875	-0.691625	-1.911625	-0.970875	-1.12875	-1.233375	-1.963625	-1.782875	-2.2135	-0.64775	-1.496375	-0.896	-1.258375	-0.506875	-1.151125	-1.346125	-1.741625	-2.002875	-1.497875	-1.967875
CENPF	-1.587	-0.417272727272727	-2.01981818181818	-1.39690909090909	-1.66190909090909	-1.46890909090909	-0.602	-1.50518181818182	-3.06836363636364	-0.972090909090909	-1.62381818181818	-0.213818181818182	0.744454545454546	1.18309090909091	-1.33209090909091	-0.397545454545454	-0.272818181818182	-0.445636363636364	-0.657636363636364	-0.447818181818182	0.314090909090909	0.154727272727273	0.797	0.375090909090909	-0.431090909090909	-0.746545454545455	0.299727272727273	0.104363636363636	-2.92845454545455	-2.43072727272727	-2.56645454545455	-2.86790909090909	-2.11372727272727	-2.34736363636364	-1.86345454545454	-1.36909090909091	-3.61090909090909	-0.979818181818182	-2.24072727272727	-1.43363636363636	-2.46981818181818	-2.22363636363636	-2.42581818181818	-1.83645454545455	-1.84727272727273	-1.80709090909091	-2.44772727272727	-2.02590909090909	-2.91618181818182	-1.95209090909091	-2.67363636363636	-1.87390909090909	-4.61163636363636	-1.20527272727273	-1.31463636363636	-1.111	-4.04072727272727	-2.52172727272727	-2.11009090909091	-1.53845454545455	-2.41354545454545	-1.16754545454545	-1.77227272727273	-1.16118181818182	-1.58836363636364	-2.48309090909091	-1.92136363636364	-2.58318181818182	-2.62636363636364	-2.55636363636364	-3.64009090909091	-0.639545454545455	-1.87227272727273	-1.398	-1.65036363636364	-0.358363636363636	-2.72509090909091	-1.55054545454545	-0.853454545454545	-0.939181818181818	-1.428	-1.07372727272727	-1.74254545454545	-2.20990909090909	-1.63409090909091	-0.295363636363636	-0.658909090909091	-1.32463636363636	-0.257363636363636	-0.927909090909091	-1.46327272727273	-3.15127272727273	-1.70790909090909	-2.05027272727273
CENPI	-0.522333333333333	-0.583166666666667	-2.14683333333333	-1.57066666666667	-1.00866666666667	0.0766666666666667	-1.08233333333333	-1.03266666666667	-1.71983333333333	-1.771	-1.01116666666667	0.3265	-0.2335	0.305833333333333	-1.65833333333333	-1.09433333333333	0.086	-0.3515	-1.09466666666667	0.448833333333333	-1.24733333333333	0.003	-1.33283333333333	-0.180833333333333	-0.290666666666667	-0.858166666666667	0.701166666666667	-0.263166666666667	-2.5255	-1.902	-2.397	-2.9475	-2.5525	-2.837	-1.33766666666667	-1.7865	-3.14666666666667	-2.54216666666667	-1.838	-2.34383333333333	-2.70666666666667	-2.53483333333333	-2.51366666666667	-2.40583333333333	-2.10383333333333	-1.9525	-3.17833333333333	-2.08683333333333	-2.74083333333333	-1.99916666666667	-2.29416666666667	-2.63316666666667	-3.60633333333333	-0.684	-1.2985	-1.16666666666667	-3.30216666666667	-2.44416666666667	-1.69183333333333	-1.46733333333333	-2.62983333333333	-2.02616666666667	-1.73133333333333	-2.05083333333333	-2.055	-2.14983333333333	-2.32716666666667	-2.07516666666667	-2.40516666666667	-2.02683333333333	-3.76933333333333	-0.477833333333333	-1.52116666666667	-1.72266666666667	-1.824	-0.8355	-2.15233333333333	-1.84966666666667	-0.602333333333333	-1.09533333333333	-1.27233333333333	-1.586	-2.021	-1.5245	-0.903333333333333	-0.8845	-0.7585	-0.738	-0.962333333333333	-1.4195	-1.16433333333333	-2.12166666666667	-1.3	-2.34083333333333
CENPK	-2.2565	-3.5505	-4.188	-3.3445	-1.57625	-4.007	-1.8805	-3.3555	-3.72725	-2.41375	-2.12725	-1.959	-2.395	-1.72275	-3.57075	-2.93375	-1.92925	-2.272	-2.755	-3.23775	-1.8995	-1.229	-3.11575	-1.63325	-1.66125	-2.63025	-1.96525	-1.82125	-3.5	-2.92525	-4.187	-4.04425	-1.952	-3.17675	-3.11925	-2.6915	-4.566	-3.6105	-2.5685	-3.2105	-3.87925	-3.3045	-4.0885	-3.6595	-1.9305	-1.65225	-3.677	-2.9585	-3.65	-2.61675	-2.833	-3.07625	-4.83475	-2.736	-2.13625	-1.95625	-4.72575	-3.8635	-2.7145	-2.93275	-4.5935	-1.8085	-3.66525	-2.671	-2.65525	-3.0635	-2.804	-3.15325	-2.84875	-3.2995	-4.19275	-1.774	-2.26825	-1.8425	-3.368	-1.8695	-2.39275	-2.421	-1.82075	-2.413	-2.72275	-2.82375	-2.5315	-1.86725	-1.463	-1.20225	-2.93975	-2.127	-1.6205	-2.27925	-2.2045	-2.4555	-2.24175	-3.41575
CENPM	-0.31325	-1.097625	-0.729375	-0.4635	-0.118	-1.192375	-0.826875	-1.468	-1.27325	-1.685625	-0.10175	-1.1995	-0.449625	-0.865125	-0.619375	-0.243625	-1.04375	-0.645375	-0.26875	-1.607125	-1.701625	-0.053375	-0.45725	-1.107875	-0.382	-1.0175	-0.773625	-0.279875	-2.214625	-1.942	-2.00025	-1.94825	-0.955125	-1.835125	-1.687875	-2.37325	-2.577	-0.982	-1.069	-1.771125	-1.818375	-1.70925	-1.91125	-1.996125	-1.63625	-1.729625	-1.501875	-1.722625	-1.85375	-1.033125	-1.772	-1.397625	-3.249625	-1.548125	-1.533625	-1.401125	-1.995	-1.27725	-1.1655	-1.418625	-2.322875	-0.7325	-2.1305	-1.23325	-1.9445	-2.107875	-1.215125	-1.897375	-1.098375	-1.863625	-2.867125	-0.21375	-1.111125	-0.696375	-1.1535	-0.68675	-1.8235	-1.148125	-0.539125	-0.99925	-0.429375	-1.44875	-1.61525	-1.552625	-0.469125	-0.484125	-1.15025	-0.2655	-0.853875	-1.55075	-1.57375	-1.47175	-0.022625	-1.0235
CENPO	-0.718	-1.0995	-1.2475	-0.4895	-1.019	-0.9255	-0.7615	-1.6155	-1.718	-1.529	-0.4255	-1.1955	-0.024	-0.2945	-1.5385	0.6105	-1.0835	-0.554	-0.5195	-1.048	-1.04	0.574	0.7195	-0.921	-0.8405	-1.19	-0.5475	0.086	-2.2525	-2.0975	-2.065	-2.5555	-2.2065	-1.629	-2.3785	-1.827	-2.632	-1.7835	-1.294	-2.847	-2.3455	-2.282	-2.167	-2.4795	-1.5345	-1.6495	-2.102	-1.537	-2.286	-1.7085	-1.533	-2.396	-2.489	-1.6555	-1.1535	-1.229	-2.4765	-2.469	-1.2235	-2.1805	-1.7445	-1.947	-1.416	-1.814	-2.127	-2.705	-2.0855	-2.18	-2.3415	-2.067	-2.5235	-0.7935	-1.045	-1.1525	-1	-1.529	-2.1945	-1.637	-1.1505	-0.8195	-1.656	-1.9825	-1.8345	-1.632	-0.0185	-1.193	-2.3975	-1.0085	-1.226	-1.625	-2.252	-1.654	-0.556	-2.302
CENPP	-0.6815	-1.0365	-0.376	0.0355	-0.7645	-0.9755	-0.878	-0.1595	-1.3565	-0.0235	-0.724	-1.5595	-0.2715	-0.821	-1.6625	-0.5415	-1.449	-1.252	-0.6925	-1.671	-0.846	-0.73	-1.3855	-0.5385	-1.233	-1.3425	-0.7865	-0.6525	-0.077	-0.813	0.986	-0.106	-0.523	0.4995	-0.6795	-1.1395	-0.6205	1.3645	-0.735	-0.2075	1.2635	0.3995	-1.5985	0.1175	-0.093	0.2495	-0.095	-1.1045	0.368	-0.7195	-0.799	1.4365	-0.4745	2.8785	0.042	-0.102	-1.585	-1.561	-0.3755	-0.601	-1.3995	-0.4755	-0.0265	-0.327	0.554	-0.2195	0.6925	0.3675	-0.9225	-0.129	-1.0725	-0.6195	-0.569	-0.5445	0.7505	-0.3	-1.2565	-1.0825	-0.598	0.084	0.102	-0.0995	-1.5625	-0.685	-0.8925	-0.491	-1.0625	-1.016	0.1775	0.0575	-0.495	-1.4205	-1.1785	-0.175
CEP55	-0.893	-0.3645	-1.7745	-0.969666666666667	-0.515166666666667	-1.3465	1.7395	-1.11333333333333	-0.46	-0.304166666666667	-0.725	-0.674166666666667	-0.033	-0.0186666666666667	-0.956333333333333	-0.803166666666667	0.262166666666667	0.442666666666667	-0.278666666666667	0.32	0.116666666666667	1.848	0.0181666666666667	0.279166666666667	0.6445	-0.306	0.9425	0.460166666666667	-2.40633333333333	-2.71416666666667	-2.1605	-2.36566666666667	-1.24033333333333	-2.0695	-2.09516666666667	-2.17166666666667	-3.36916666666667	-1.70283333333333	-0.9295	-2.59116666666667	-1.91216666666667	-1.89983333333333	-2.92816666666667	-2.4795	-2.00866666666667	-1.9795	-2.65216666666667	-1.26866666666667	-2.28116666666667	-1.68016666666667	-1.36333333333333	-1.88183333333333	-4.99233333333333	-1.31833333333333	-1.158	-1.65283333333333	-4.3945	-2.507	-1.4745	-1.64683333333333	-2.56833333333333	-1.56516666666667	-1.61016666666667	-1.49683333333333	-1.97333333333333	-3.0305	-2.463	-1.99333333333333	-2.59266666666667	-2.486	-4.27483333333333	0.138166666666667	-1.05683333333333	-0.609666666666667	-0.486	-0.00583333333333333	-3.03416666666667	-0.817	-0.118666666666667	-0.714833333333333	-1.2015	-0.7665	-1.6175	-1.0415	0.809	-0.295166666666667	-0.999166666666667	-0.118666666666667	0.0655	-0.9075	-1.37133333333333	-1.853	-0.830333333333333	-1.83066666666667
CFB	-1.392625	-0.4145	-2.4735	-0.70225	4.246	1.441375	4.347375	3.75825	2.95475	2.4675	-0.670625	-0.819875	-3.516375	-0.372125	-2.12825	1.06525	2.1985	1.128625	-3.387125	-2.49675	0.176125	1.23725	-2.33085714285714	2.099375	1.321875	2.594625	-0.338625	0.117375	2.41775	3.00375	0.69025	2.296	2.5635	3.204375	3.507375	1.58825	3.769125	3.7475	-0.786125	5.05075	2.427125	3.536625	4.153875	4.614875	4.30025	2.6985	3.641	2.058375	3.253875	2.904	3.07925	4.15	2.21725	3.787625	2.0855	2.31225	3.616625	3.950125	-0.206625	3.328875	-0.101	3.79	2.915375	5.98975	3.31125	3.76125	3.483375	2.060375	4.024125	4.263875	1.06575	5.40025	5.04175	2.649125	1.29825	0.00575000000000002	2.558625	3.460625	-2.19325	1.116875	3.83175	3.5175	1.013625	4.31125	-2.253625	2.778875	3.11425	-0.30775	3.37275	3.6695	4.344375	-2.981125	0.9055	3.235
CFD	-0.27875	0.7955	-1.0225	0.36175	0.5565	-0.64175	-2.577	1.09175	0.28975	-0.19725	1.3	0.6385	-2.223	-1.9425	-1.4625	-0.6805	2.2025	-1.2315	-2.11225	0.9835	1.334	-0.3995	0.97875	2.934	0.781	-0.58075	-0.03075	0.1225	0.09225	1.0085	-0.75675	0.995	2.28175	1.1875	-0.3455	-0.03825	0.79225	0.59675	2.841	2.547	2.823	1.685	1.31175	1.146	1.4305	0.11475	2.9705	0.6965	2.57925	1.65625	0.0585	-0.8945	2.653	0.38525	2.582	0.64175	3.3865	4.504	-0.20675	1.10425	3.13875	0.05375	1.06075	1.349	1.40675	0.2595	0.2245	2.7325	1.16775	0.34925	1.183	1.37625	1.76	0.2585	1.1655	2.6635	0.3065	1.958	1.20875	3.965	3.5415	0.96425	-1.14425	-0.695	0.78375	-0.258	2.0865	-0.5975	3.2745	1.6045	0.98875	-0.3175	1.084	1.08525
CFHR3	2.3755	2.2165	1.5375	1.9455	1.278	1.152	0.9355	3.095	2.8175	2.1795	2.372	2.4035	-0.5985	-0.905	-0.427	-0.0165	1.8895	0.3915	-0.0475	-0.362	2.3145	1.482	1.279	2.393	1.028	1.8545	1.7215	1.372	1.229	1.7035	3.087	1.466	2.9315	1.5085	2.15	2.4285	1.975	-0.641	2.3485	2.2305	0.763	1.5265	1.917	2.4665	2.6355	2.895	1.8265	1.1655	0.879	1.3265	2.1855	0.2625	2.617	1.2725	0.0155	1.8525	1.461	2.507	2.083	2.808	2.533	0.536	1.05	0.667	1.483	2.349	0.061	2.45	1.757	1.8505	1.3125	1.781	1.213	0.724	-0.743	0.2185	-2.12	2.734	1.669	1.136	-0.542	2.919	1.9505	1.8705	1.0535	0.281	2.6835	1.2985	2.569	2.155	2.226	0.333	1.8975	2.1315
